pair,count
Bä,2
BȽ,2
Bə,2
Bḷ,2
B’,2
CM,2
CW,2
Ck̕,2
Ct̓,2
Cù,2
CÁ,2
Cë,2
Cù,2
CȾ,2
Cə,2
Cṇ́,2
"D,",2
DJ,2
Dó,2
Dí,2
DĆ,2
Dī,2
Dō,2
Dǫ,2
Dǫ̀,2
Də̀,2
D̲z̲,2
D̲ẕ,2
Dḗ,2
Dẕ,2
E!,2
EI,2
Eb,2
Ep,2
Ep̓,2
FF,2
FM,2
FO,2
GE,2
GW,2
Gá,2
Gí,2
Gó,2
Gą̄,2
Gō,2
Gų,2
G̱í,2
H',2
H),2
HH,2
HR,2
Há,2
Hä̀,2
Hì,2
Hï,2
Hā,2
I-,2
I?,2
IA,2
IG,2
IH,2
IV,2
Ig,2
Jo̲,2
Jù,2
Jā,2
JȺ,2
KW,2
KX,2
K_,2
Ka̓,2
Kb,2
Kí,2
Ko̲,2
Kr,2
Kw̓,2
Kī,2
Kū,2
Kų́,2
Kǫ́,2
Kə,2
Kɛ,2
ḰȺ,2
K̓.,2
K̓l,2
K̓é,2
K̓ɛ,2
K̕e,2
K̕é,2
K̵Á,2
K̵Ć,2
LB,2
LK̵,2
LL̵,2
Lé,2
Ln,2
Lq̓,2
Lè,2
Lï,2
Lı,2
L̵s,2
Lḿ̩,2
L₭,2
M),2
MC,2
MD,2
MH,2
MT̸,2
MX,2
Mé,2
Mä̀,2
Mù,2
Mǟ,2
Mǫ,2
N/,2
ND,2
NK̵,2
NX̱,2
NY,2
Né,2
Np̓,2
Nr,2
Nú,2
Nę,2
Nį,2
Nū,2
N̓e,2
N̓ú,2
N’,2
OA,2
OC,2
OK,2
OZ,2
Of,2
Ov,2
OŚ,2
P7,2
PH,2
PX,2
Py,2
PĆ,2
PŚ,2
PȺ,2
Pə,2
P̓7,2
P̓x,2
P̓í,2
P̓ə,2
Q?,2
Qà,2
Qt,2
Qy,2
Q¸,2
QĆ,2
QȾ,2
Q̓p̓,2
Q̓é,2
QḰ,2
R),2
RO,2
R_,2
Ré,2
SG,2
Sk̀,2
Sḵ,2
So̲,2
St̲,2
SÌ,2
Sà,2
Sä,2
Sä̀,2
Są,2
Sų,2
S̲u,2
T?,2
TH,2
TR,2
TV,2
Ts̲,2
Tà,2
Tè,2
Tā̀,2
Tą,2
Tą́,2
T̓7,2
T̓k̓,2
T̓m,2
T̓r,2
T̓s,2
T̕q,2
T̕s,2
T̕u,2
T̕í,2
T̕ł,2
T̸A,2
UX,2
UZ,2
Um̓,2
Uo,2
Ut̍,2
Uz̲,2
UĆ,2
UŦ,2
UṮ,2
V),2
VC,2
VE,2
VI,2
W',2
WH,2
WT,2
WW,2
WY,2
Wá,2
Wi̓,2
Wl,2
Wṇ,2
WÈ,2
Wó,2
Wú,2
Wü,2
WĆ,2
Wō,2
W̓a̓,2
W̓o,2
W̓u,2
W̱Ś,2
W̱Ⱥ,2
X),2
X7,2
XK,2
XQ,2
X_,2
Xì,2
Xú,2
XȾ,2
X̌v,2
X̱.,2
X̱S,2
X̱g̱,2
X̱i,2
X̱Ć,2
X̱Ś,2
X̱Ṯ,2
X̲w,2
XṈ,2
Y-,2
Y.,2
YN,2
YU,2
Yá,2
Yh,2
Yë,2
Yë̀,2
Y̓i,2
Y̓ə,2
ZA,2
ZC,2
Zr,2
Zù,2
Zï,2
[l,2
\\,2
]c,2
"_,",2
_A,2
_m̓,2
_w̓,2
`',2
`d,2
`ä̀,2
a2,2
a6,2
aG̱,2
aK,2
aa̓,2
aa̱,2
ač̓,2
ak̓̓,2
ak̲,2
am̱,2
an̈,2
a°,2
a×̄,2
aä,2
aę,2
aį,2
aś,2
aʕ̓̓,2
à',2
à.,2
àa,2
àn̓,2
án̓,2
áz,2
á́q̓̓,2
a̓l̓,2
a̓m̓,2
a̓n̓,2
a̓p̓,2
a̓ł,2
a̓ɬ,2
a̱?,2
a̱a̱,2
a̱ḵ̓,2
a̱z,2
a̱̱m,2
a̱̱x,2
aḱ,2
a”,2
a•,2
b),2
b-,2
be̲,2
bú,2
bu̓,2
bä,2
bü,2
bā́,2
bą́,2
bę,2
bƛ,2
b̓t,2
b̓ʔ,2
b̓̓t,2
bḡ,2
bṃ,2
bṇ̓,2
ce̓,2
ch́,2
cj,2
cl̲,2
cp̕,2
cå,2
cì,2
cï,2
cƛ̓,2
cǎ,2
cǐ,2
cɛ,2
cɬ,2
cʕ̓,2
čḥ,2
čm,2
c̓t̓,2
c̓ú,2
c̓w̓,2
c̓z,2
c̓z̓,2
c̓Ì,2
c̓ì,2
c̓č,2
c̓ē,2
c̓ə̣́,2
c̓ḥ,2
c̓ṃ,2
c̓ṇ̓,2
c̣e,2
c̣ə́,2
cḱ,2
cḷ́,2
c—,2
dc̓,2
dę́,2
de̱,2
dm̩,2
dm̩̓,2
du̱,2
dy̓,2
dâ,2
dî,2
dī̂,2
dų,2
d̓ł,2
dṓ,2
d‘,2
d,2
eB,2
eM,2
eT,2
e`,2
eó,2
eq̌,2
eý,2
eñ,2
eý,2
eā,2
eı̨,2
eŝ̂̂,2
eƛ̕,2
é.,2
e̓l̓,2
e̓q̓,2
e̓t̓,2
e̱e̱,2
e̱̲h,2
e̲h,2
eḡ,2
eẅ,2
e”,2
"f""",2
f),2
f_,2
fj,2
fn,2
fí,2
fě,2
fı,2
g*,2
gc̓,2
ge̓,2
gm̱,2
gn̩,2
gâ,2
gā̀,2
gą̀,2
gą̂,2
gę̄́,2
gį,2
gḷ́,2
gĺ̩,2
gł,2
gō,2
g̓p,2
g̓s,2
g̓ə,2
g̱t,2
g̱ú,2
g̱̱̱a,2
gḷ̓,2
hK,2
hM,2
hi̓,2
hṃ,2
hp̕,2
hu̓,2
hw̕,2
hx̄,2
hë̌,2
hę̄́,2
hń,2
hų̀,2
hǟ,2
hǭ,2
h́e,2
h́á,2
h̓d,2
h̓l,2
h̓ṃ,2
h̓q,2
h̓ṇ̓,2
h̕s,2
h̕ḵ,2
ḥw̓,2
ḥ—,2
h̲o,2
hḷ,2
hẕ,2
iT,2
i\,2
iá,2
ib̓̓,2
ič̓,2
id̲,2
ii̓,2
iq̌,2
iŝ,2
iy̓̓,2
ią,2
ią̄,2
ič́,2
ię,2
iį,2
iľ,2
iə̀,2
i˛,2
ìc,2
ìm̓,2
ìp̓,2
ìw̓,2
í\,2
íg̓,2
íj,2
íw̓,2
íḵ,2
i̓.,2
i̓c̓,2
i̓q̓,2
i̓y̓,2
i̓ʔ,2
i̱d,2
i̱̲s,2
iḻ,2
j',2
j>,2
j_,2
jo̲,2
jā̀,2
jē,2
"k""",2
k'̱,2
k:,2
kč,2
ki̱̲,2
kḷ,2
kl̲,2
km̕,2
kn̕,2
kù,2
kx̣,2
kô,2
kā́,2
kį,2
kį̄́,2
kı̨́,2
kǝ́,2
kə̀,2
kʷ̓,2
kˈ,2
ḱw,2
"k̓,",2
k̓a̓,2
k̓d,2
k̓í,2
k̓i̓,2
k̓j,2
k̓r̓,2
k̓ɫ,2
k̓ᶿ,2
k̓ṃ,2
k̓ṣ,2
ḵh,2
ḵ̓u,2
kḵ,2
kṇ̓,2
k—,2
k…,2
l;,2
lO,2
li̱̲,2
lo̓,2
lq́,2
lx̣,2
l~,2
lä́,2
lā́,2
lą̄́,2
lƗ,2
lƛ,2
lʣ,2
l̀o,2
ĺs,2
l̓à,2
l̓g̓,2
l̓t̓,2
l̓à,2
l̓ó,2
l̓ƛ̓,2
l̓̓q,2
l̓ḷ,2
l̕l,2
l̕p̓,2
l̕q̓,2
l̕ʔ,2
l̕χ,2
ḷi,2
ḷs,2
l̲m,2
l̲p,2
l̲s,2
l̲v́,2
l̲w,2
l̲ó,2
l̲ú,2
l̲̓s̲,2
l̲̓t,2
lḷ,2
lṁ,2
lṣ,2
l”,2
l…,2
m*,2
mč,2
mc̕,2
mn̩,2
mo̲,2
mš,2
mv̓,2
må,2
mù,2
mį,2
mı́,2
ḿk,2
m̓',2
m̓:,2
m̓[,2
m̓b,2
m̓d,2
m̓ì,2
m̓l̓,2
m̓z,2
m̓ǧ,2
m̓ʕ,2
m̓χ,2
m̓ḡ,2
m̓’,2
ṃs,2
ṃx̌,2
m̩n,2
m̩x̌,2
m̩í,2
m̩̓a,2
mḵ̕,2
mḷ,2
mṇ́,2
mⱡ,2
n1,2
nE,2
nS,2
nT,2
na̲,2
nc̣,2
ne̱,2
nḥ,2
ns̓,2
n¢̕,2
nä́,2
nô,2
ną́,2
nų,2
nƗ,2
nǝ,2
nə̀,2
ṇ́s,2
n̓),2
n̓I,2
n̓t̓,2
n̓z,2
n̓ƛ,2
n̓ǂ,2
n̓ṇ,2
ṇt,2
ṇú,2
ṇ̓á,2
n̩d,2
n̩m̩,2
n̩̓í,2
nḿ̩,2
o1,2
oM,2
oq́,2
ot̍,2
oý,2
oú,2
oč̓,2
oı́,2
ó-,2
óq,2
óy,2
ǫ́h,2
o̓y̓,2
o̱c,2
o̱n,2
o̱o,2
o̱ˈ,2
"o̱̲,",2
o̲j,2
o̲k,2
o̲y,2
oᶿ,2
oḥ,2
oḱ,2
oḵ̓,2
oḻ,2
oḿ,2
oṣ,2
oẑ,2
o…,2
"p""",2
p:,2
pO,2
p`,2
pč,2
pc̕,2
pḥ,2
pḵ,2
px̄,2
pè,2
pń̩,2
pʕ̓,2
p̀ə,2
"p̓,",2
p̓-,2
p̓?,2
p̓ṇ́,2
p̓p,2
p̓p̓,2
p̓ù,2
p̓u̓,2
p̓à,2
p̓č,2
p̓ə̀,2
p̓ə̣,2
p̓ɬ,2
p̓̓o,2
p̓̓̓o,2
p̓̓̓ə,2
p̓ḷ,2
p̓ḷ́,2
p̕a̱,2
pḷ́,2
pṇ,2
qU,2
q`,2
qb,2
qč̓,2
qd,2
qk̕,2
qo̓,2
qs̲,2
qt́,2
qu̓,2
qť,2
qǧ,2
qǰ,2
qɫ,2
q̄a,2
q̌k̓,2
q̌s,2
q̌ə,2
q̓?,2
q̓á,2
q̓c̓,2
q̓d,2
q̓ù,2
q̓w̓,2
q̓z̓,2
q̓ì,2
q̓ǰ,2
q̓ȼ,2
q̓ɫ,2
q̓̌ʷ,2
qḻ,2
rx̱,2
rą́,2
rǎ,2
r̓q,2
r’,2
r”,2
s;,2
sG,2
sH,2
s`,2
sč,2
sc̣,2
sḥ,2
si̱̲,2
sḷ,2
sl̩,2
sn̕,2
sš,2
su̱,2
su̱̲,2
së̀,2
sô,2
sö,2
sć,2
sę́,2
sě,2
sī̀,2
sū́,2
sų́,2
sų̄,2
sǐ,2
ŝ-,2
ŝ.,2
ŝa,2
"š,",2
šs,2
"s̓,",2
s̓.,2
s̓á,2
s̓l̓,2
s̓w̓,2
s̓y,2
s̕l,2
s̱m,2
s̲h,2
s̲í,2
s̲p̓,2
s̲q,2
s̲s̲,2
s̲v,2
sḵ̕,2
t2,2
tS,2
tl̩,2
tm̩,2
tó,2
to̓,2
tr̓,2
tt̲,2
t´,2
tä̀,2
të̀,2
tą̀,2
tą̈,2
tī́,2
tį̄̀,2
tį̄́,2
tḷ́,2
tź,2
tǹ,2
tʷ,2
tˢ,2
t́é,2
t́m,2
t́s,2
t́u,2
t́y,2
t́á,2
"t̓,",2
t̓I,2
t̓á,2
t̓a̓,2
t̓u̓,2
t̓v́,2
t̓̓ɛ,2
t̓̓̓̓a,2
t̓̓̓̓ᶿ,2
t̕h,2
t̕o,2
t̕q̓,2
tḗ,2
tṃ,2
tṇ,2
"u""",2
ug̓,2
uk̓̓,2
uḵ̓,2
um̓̓,2
um̕,2
un̕,2
uq́,2
uŵ,2
uẑ,2
uì,2
uú,2
uč̕,2
uę,2
uę́,2
uƛ̕,2
ùl̓,2
ùm̓,2
úc̓,2
úẃ,2
üg,2
u̓ì,2
u̓y̓,2
u̓ṇ,2
u̱g,2
u̱t,2
u̱z,2
u̱ˈ,2
u̲c,2
u̲d,2
u̲n,2
u̲z,2
uḡ,2
uḥ̣,2
uḱ,2
v-,2
vḷ,2
vq̌,2
vé,2
v́c,2
v́m̓,2
v́n,2
v́p̓,2
v́t̲,2
v̓s,2
w:,2
we̱̲,2
wṇ,2
wv̓,2
wx̄,2
wê,2
wč̓,2
wı,2
wɫ,2
ẃi,2
ŵɨ,2
ẅa̱,2
w̓!,2
w̓ē,2
w̓ə́,2
w̓ḷ,2
w̓ṇ́,2
w̓ṇ̓,2
w̓’,2
w̕k,2
w̕x,2
w̕x̱,2
w̕ḵ,2
w”,2
"x""",2
x/,2
xj,2
xk̕,2
xn̩,2
xq́,2
xs̱,2
xw̱,2
xx̣,2
xè,2
xı,2
xı̨,2
xǥ,2
xǫ́,2
xɫ,2
xʊ,2
xˈ,2
x̄I,2
x̄c,2
x̄t,2
x̄ʼ,2
x̌a̓,2
x̌ṃ,2
x̌ù,2
x̌u̓,2
x̌ì,2
x̌ó,2
x̌ł,2
x̣k̓,2
x̣o,2
x̣p̓,2
x̣w̓,2
x̣x̣,2
x̣ú,2
"x̱,",2
x̱í,2
x̱ł,2
x̱ǥ,2
x̱ʼ,2
xṃ̓,2
xṇ,2
y1,2
y6,2
y\,2
yo̲,2
yë̀,2
yā́,2
yų,2
yǂ,2
yǝ́,2
yɣ,2
ýe,2
ýl,2
y̓),2
y̓a̓,2
y̓ì,2
y̓ƛ,2
y̓ə̀,2
y̓ḵ,2
y̓ṇ,2
y̕e,2
y̱h,2
yḷ́,2
zá,2
zä̀,2
zë,2
zā́,2
zě,2
zī̀,2
zǎ,2
zǭ,2
ẑi,2
ẑn,2
ẑt,2
z̓!,2
z̓h,2
z̓q̓,2
z̓ú,2
z̓z,2
z̓é̓̓,2
z̓í,2
z̓ʕ,2
z̲s,2
z̲é,2
~k,2
¢.,2
¢s,2
¢¢̕,2
¢ʔ,2
¢̕k̓,2
¢̕m,2
°I,2
°k,2
°m̓,2
°p̓,2
°q,2
°y,2
´x,2
´õ,2
·?,2
·p̓,2
·ǂ,2
·ʔ,2
¸-,2
¸H,2
Àa,2
ÁX,2
Áp̓,2
Áx,2
Áy̓,2
ÁȺ,2
Äg,2
Äj,2
Än,2
Äʼ,2
Ä̀n,2
É:,2
Ë̀c,2
Ìc,2
Ìp,2
Ìs,2
Ìw,2
Ìṣ,2
ÍA,2
ÍL̵,2
Íw,2
Íx̱,2
Íy,2
Ïl,2
Ïo,2
Ïy,2
Ók,2
Óx,2
×̄i,2
×̄°,2
Ú7,2
Úc,2
Úm̓,2
Úp,2
Üü,2
à7,2
àq̌,2
àw̓,2
àū̀,2
àǎ,2
á(,2
áx̓,2
áý,2
á́s,2
áẇ,2
âc,2
âd,2
ä(,2
ä̀b,2
ä̀z,2
ä̀ł,2
ä́d,2
ä́r,2
ä́s,2
ä’,2
åk,2
åp,2
åq,2
åt,2
èè,2
é(,2
é_,2
ét́,2
éń,2
é́t,2
é̓̓p,2
éṅ,2
ês,2
êx,2
ë̀ʼ,2
ë̌z,2
ìb,2
ìk̓,2
ìt̓,2
ìí,2
í!,2
ít̲,2
ív,2
íń,2
íʕ,2
íʕ̓,2
í́k,2
í́s,2
í́t,2
íḷ,2
î7,2
î?,2
ï-,2
ï?,2
ïa,2
ïb,2
ïë,2
"ò,",2
òy,2
óe,2
ós̲,2
óu,2
óı,2
ôx̱,2
õx,2
õx̱,2
"ù,",2
ù?,2
ùk̓,2
ùm̓,2
ùp,2
ú!,2
úg̓,2
úi,2
út̕,2
úā,2
úı̨,2
úɬ,2
úḿ̩,2
úẏ,2
üg̱,2
ýa,2
ýi,2
ýt,2
Ām,2
Āy,2
ā̀h,2
ā̀j,2
ā̀k,2
ā́ʼ,2
ąa,2
ąb,2
ąę,2
ą̀!,2
ą̀ą,2
ą́',2
ą́m,2
ą̂.,2
ą̄g,2
ą̄s,2
ą̄̀.,2
ą̈r,2
ą̌y,2
ĆH,2
ĆP,2
Će,2
Ći,2
ĆȽ,2
ĆȾ,2
ća,2
ćú,2
čm̕,2
čá,2
čí,2
čč̓,2
čƛ̓,2
čʋ,2
čʷ,2
č̓n,2
č̓t̓,2
č̓w,2
č̓č,2
č̓̓u,2
č̕u,2
Ēh,2
Ēm,2
ēy̓,2
Ęj,2
Ęl,2
ę!,2
ęz,2
ę́c,2
ę́s,2
ę́ł,2
"ę̄,",2
ět,2
ħḷ,2
Īt,2
īg,2
īm,2
īw,2
ī̀j,2
ī̀l,2
ī̀n,2
ī̀ʼ,2
ī́s,2
ī́ł,2
ī́ʼ,2
Įy,2
į!,2
įm,2
įs,2
į̀a,2
į̀d,2
į́d,2
į́n,2
į̄a,2
į̄e,2
"į̄́,",2
į̄́d,2
į̄́ʼ,2
ıo,2
ıs,2
ıł,2
ı̨ą́,2
ı̨ł,2
ı̨́.,2
ı̨́?,2
ı̨́k,2
ı̨́é,2
ı̨́ę́,2
ĺh,2
ĺm,2
ḷ́t,2
ḷ́x̌,2
ĺ̩x̌,2
ľq,2
Łw,2
Łá,2
Łí,2
Łū,2
Łə,2
łá,2
ła̱̱,2
łč,2
łé,2
łḥ,2
łḵ̓,2
łl̓,2
łx̱,2
łä̀,2
łę́,2
łı̨́,2
łų́,2
łḗ,2
ł‿,2
ńi,2
ńk,2
ńs,2
ṇ́c,2
ń̩d,2
ń̩s,2
ń̩z,2
ń̩ǧ,2
Ōk,2
Ōt,2
"ō,",2
ōj,2
ōʼ,2
Ś.,2
ŚB,2
ŚK̵,2
ŚĆ,2
ŚŦ,2
śa,2
śk,2
śl,2
śo,2
ś’,2
Ŝe,2
"ŝ,",2
ŝb,2
ŝo,2
ŝɨ,2
ŝʔ,2
š!,2
šg,2
šp̕,2
št́,2
ťc,2
ťx,2
ŦS,2
ŦT,2
ŦX,2
ū',2
ūc,2
ūy,2
ū̀j,2
ū̀s,2
ū̀t,2
ū̀z,2
ū̀ʼ,2
ū́',2
ū́s,2
ū́y,2
ū́ł,2
ū́ʼ,2
ųę́,2
ųų,2
ų̀ʼ,2
ų́a,2
ų́é,2
ų́ɂ,2
ų̄ą,2
ų̄ą̄,2
ŵɨ,2
Əm,2
ƛ`,2
ƛa̓,2
ƛc̕,2
ƛi̓,2
ƛm̓,2
ƛm̩,2
ƛx̌,2
ƛʕ,2
ƛ́o,2
ƛ́ɛ,2
ƛ̓c,2
ƛ̓g,2
ƛ̓m̓,2
ƛ̓ł,2
ƛ̓ḷ,2
ƛ̓ṇ́,2
ƛ̕n,2
ƛ̕o,2
ƛ̕s,2
ƛ̕é,2
ƛ—,2
ǂ?,2
ǂh,2
ǎs,2
ǎu,2
ǎy,2
ǜ.,2
ǜa,2
ǧm,2
ǧm̩,2
ǧu̓,2
Ǫg,2
Ǫ́g,2
ǫi,2
ǫt̲,2
ǫw,2
ǫł,2
ǫʼ,2
ǫ̀h,2
ǫ̀n,2
ǫ̀z,2
ǫ́.,2
ǫ́é,2
ǫ́ʔ,2
ǭz,2
ǰj,2
ǵw,2
Ǹt,2
ǹa,2
ǹd,2
Ⱥ?,2
ȺȻ,2
ȺḴ,2
Ȼ.,2
Ȼ?,2
ȻT̸,2
ȼI,2
ȼq̓,2
ȼw,2
ȼȼ̓,2
ȼ̓k,2
ȼ̓u,2
Ƚ.,2
ȽD,2
ȽW̱,2
ȽX̱,2
ȽȺ,2
ȽȻ,2
ȽȾ,2
Ƚ₭,2
ȾA,2
ȾN,2
ȾT,2
ȾW̱,2
ȾÍ,2
ȾȺ,2
ɂk,2
ɂę,2
ɂǝ́,2
əg̓,2
əm̀,2
əq̌,2
əɛ,2
əʕ,2
əʣ,2
ə̀m̓,2
ə́q,2
ə́w̓,2
ə́x̣,2
ə́y,2
ə́ʕ,2
ə̣c̓,2
ɛo,2
ɛə,2
ɛḱ,2
ɣe,2
ɩq̓,2
ɩχ,2
ɫn̩,2
ɫń̩,2
ɫṃ́,2
ɫṃ̓,2
ɬ!,2
ɬy,2
ɬé,2
ʊK,2
ʊp,2
ʊq,2
ʊq̓,2
ʊt́,2
ʊč̓,2
ʔ/,2
ʔz,2
ʔí́,2
ʔó,2
ʔą́,2
ʔį,2
ʔȼ,2
ʔ́í,2
ʔḷ,2
ʕ.,2
ʕA,2
ʕc̓,2
ʕx̌,2
ʕƛ,2
ʕə,2
ʕʔ,2
ʕ̓ú,2
ʕ̓ə,2
ʣa̱,2
ʣo,2
ʣu,2
ʷ!,2
ʷ),2
ʷo̓,2
ʷt̕,2
ʷú,2
ʷx̣,2
ʸi,2
ʼ-,2
ʼb,2
ʼg,2
ʼj,2
ʼt̓,2
ʼä́,2
ʼî,2
ʼƛ,2
ʼθ,2
ˈ.,2
ˈi̱,2
ˈo,2
ˈp̓,2
ˈw̓,2
ˈx̓,2
ˈz,2
˛`,2
θg,2
θk̓,2
θé,2
θǰ,2
λṃ,2
χp,2
χp̓,2
χx,2
χǰ,2
χʊ,2
ᐁᓯ,2
ᐃᐤ,2
ᐃᑌ,2
ᐃᔨ,2
ᐅᐟ,2
ᐅᐤ,2
ᐅᐱ,2
ᐅᐸ,2
ᐅᑌ,2
ᐅᒉ,2
ᐅᓯ,2
ᐅᓰ,2
ᐆᑌ,2
ᐊᐏ,2
ᐊᐑ,2
ᐊᐯ,2
ᐊᑖ,2
ᐊᑯ,2
ᐊᒪ,2
ᐊᓄ,2
ᐋᑖ,2
ᐋᒨ,2
ᐍᐏ,2
ᐍᑎ,2
ᐍᔭ,2
ᐏᒉ,2
ᐏᒋ,2
ᐏᓈ,2
ᐑᒋ,2
ᐓᓴ,2
ᐘᐱ,2
ᐘᐳ,2
ᐘᓴ,2
ᐚᐢ,2
ᐚᐦ,2
ᐚᐱ,2
ᐚᓯ,2
ᐟᓯ,2
ᐟᓱ,2
ᐢᐲ,2
ᐢᑖ,2
ᐢ᙮,2
ᐣᑕ,2
ᐣᑫ,2
ᐤ᙮,2
ᐦᐘ,2
ᐦᑰ,2
ᐦᒌ,2
ᐯ˙,2
ᐯᑕ,2
ᐯᔨ,2
ᐯᔭ,2
ᐱᑐ,2
ᐱᑿ,2
ᐱᔭ,2
ᐲᓯ,2
ᐳᐦ,2
ᐸᐣ,2
ᐸᐸ,2
ᐸᑕ,2
ᐸᑳ,2
ᐸᓂ,2
ᐸᓯ,2
ᐻᐦ,2
ᑅᐤ,2
ᑌᐢ,2
ᑎᐠ,2
ᑎᐢ,2
ᑎᑲ,2
ᑎᑵ,2
ᑎᓱ,2
ᑐᐣ,2
ᑐᑌ,2
ᑐᑎ,2
ᑐᑵ,2
ᑕᑿ,2
ᑕᒧ,2
ᑕᓂ,2
ᑕᔭ,2
ᑖᐍ,2
ᑖᑮ,2
ᑖᑲ,2
ᑢᓱ,2
ᑤᒼ,2
ᑫᐏ,2
ᑫᐟ,2
ᑫᐦ,2
ᑫᑕ,2
ᑫᓯ,2
ᑫᓱ,2
ᑭᐍ,2
ᑭᐸ,2
ᑭᑅ,2
ᑭᑕ,2
ᑭᑯ,2
ᑭᒋ,2
ᑭᓌ,2
ᑭᓱ,2
ᑮᐦ,2
ᑮᑿ,2
ᑮᒁ,2
ᑮᒧ,2
ᑮᒪ,2
ᑯᓰ,2
ᑰᐦ,2
ᑲᐑ,2
ᑲᐚ,2
ᑲᐠ,2
ᑲᑌ,2
ᑲᒧ,2
ᑲᒪ,2
ᑲᒼ,2
ᑲᕀ,2
ᑳᐏ,2
ᑳᑭ,2
ᑳᓱ,2
ᑵᐢ,2
ᑵᓯ,2
ᑵᔭ,2
ᑿᐤ,2
ᑿᓯ,2
ᑿᕀ,2
ᒁᐦ,2
ᒁᑭ,2
ᒁᒌ,2
ᒉᐍ,2
ᒉᐏ,2
ᒋᐏ,2
ᒋᐣ,2
ᒋᑭ,2
ᒋᑯ,2
ᒋᑳ,2
ᒋᒧ,2
ᒌᐢ,2
ᒌᓴ,2
ᒌᔭ,2
ᒐᐏ,2
ᒐᐢ,2
ᒐᐦ,2
ᒣᐟ,2
ᒣᒁ,2
ᒥᐘ,2
ᒥᐟ,2
ᒥᐠ,2
ᒥᑯ,2
ᒥᑲ,2
ᒥᓄ,2
ᒥᕀ,2
ᒦᐱ,2
ᒧᐘ,2
ᒧᓲ,2
ᒨᔭ,2
ᒪᐠ,2
ᒪᑭ,2
ᒪᒋ,2
ᒫᐏ,2
ᒫᑐ,2
ᒫᔭ,2
ᒫᔮ,2
ᒼ',2
ᓂᐣ,2
ᓂᐸ,2
ᓂᓇ,2
ᓂᓱ,2
ᓂᔮ,2
ᓃᐚ,2
ᓃᒣ,2
ᓃᒫ,2
ᓃᓃ,2
ᓄᓯ,2
ᓇᐍ,2
ᓇᐢ,2
ᓇᑕ,2
ᓇᒨ,2
ᓇᓀ,2
ᓈᐱ,2
ᓌᐦ,2
ᓭᐸ,2
ᓯᐍ,2
ᓯᐱ,2
ᓯᑐ,2
ᓯᑿ,2
ᓯᒫ,2
ᓱᑕ,2
ᓱᓴ,2
ᓲᒼ,2
ᓴᐢ,2
ᓴᑎ,2
ᓴᑫ,2
ᓴᑭ,2
ᓴᑿ,2
ᓴᒼ,2
ᓴᕀ,2
ᔨᐟ,2
ᔨᑯ,2
ᔨᒥ,2
ᔨᓇ,2
ᔪᐦ,2
ᔭᐠ,2
ᔭᑭ,2
ᔭᒪ,2
ᔭᓇ,2
ᔭᓴ,2
ᔮᐤ,2
ᔮᐦ,2
ᕀᑐ,2
ᶿj,2
ᶿm,2
ᶿp̓,2
ᶿw,2
ᶿʔ,2
ᶿ̓o,2
ḏa,2
ḕd,2
ḗ.,2
ḗł,2
ḡe,2
ḡy,2
ḡz,2
ḡʷ,2
ḥ(,2
ḥ/,2
ḥk̓,2
ḥk̕,2
ḥm̓,2
ḥ̣a,2
ḥ̣t,2
ḱi,2
ḱl,2
ḱm,2
ḱu,2
Ḵ.,2
Ḵe,2
Ḵs,2
ḴȽ,2
Ḵ̱',2
ḵ!,2
ḵc,2
ḵm,2
ḵú,2
ḵʼ,2
ḵ̕i,2
ḵ̱e,2
ḷb,2
ḷq,2
ḷz,2
ḷ́c̓,2
ḷ́l̓,2
ḷ́y̓,2
ḷ́ǧ,2
ḷ́ɫ,2
ḷ̓i,2
ḷ̓ṃ́,2
ḷṃ,2
ḻc,2
ḻs,2
ḻá,2
ṃ́k,2
ṃ́p,2
ḿ̩z,2
ḿ̩ɫ,2
ṁe,2
ṁi,2
ṁs,2
ṃ.,2
ṃ?,2
ṃb,2
ṃd,2
ṃu,2
ṃy̓,2
ṃú,2
ṃƛ,2
ṃ́n̓,2
ṃ́u,2
ṃ́y̓,2
ṃ̓a̓,2
ṃḷ́,2
ṇ?,2
ṇn,2
ṇq,2
ṇw̓,2
ṇ́b,2
ṇ́k̓,2
ṈX,2
ṈĆ,2
ṈȽ,2
ṈṈ,2
ṑd,2
ṓh,2
ṓt,2
ṕe,2
ṕi,2
ṕo,2
ṣe,2
ṣk̓,2
ṣá,2
ṣé,2
ṣó,2
ṮK,2
ṮU,2
ṮȽ,2
ẁi,2
ẃt,2
ẅ.,2
ẅd,2
"ẏ,",2
ẏm,2
ẏu,2
ẏú,2
ẑl,2
ẑo,2
ẕn,2
—t,2
—ʕ,2
‘.,2
‘S,2
‘W,2
‘c,2
‘h,2
‘s,2
‘t,2
‘ó,2
’/,2
’C,2
’K,2
’M,2
’N,2
’Q,2
’u̓,2
’x̌,2
’À,2
’â,2
’é́,2
’ą̄́,2
’ı̨,2
’ń,2
’ẕ,2
“k,2
“l,2
“p,2
"”,",2
•',2
•S,2
•b,2
•l,2
…?,2
…l,2
…m,2
…q,2
…s,2
……,2
′p̓,2
′q̓,2
′ǧ,2
′ʔ,2
ⱡp,2
ⱡy,2
Ɫá,2
Ɫṃ́,2
’,2
d,2
w,2
χ,2
!',1
!.,1
!’,1
"""%",1
""":",1
"""J",1
"""R",1
"""_",1
"""c̓",1
"""j",1
"""n̓",1
"""q",1
"""t̓",1
"""x",1
"""y̓",1
